id,event_timestamp,user_id,amount,currency,tx_status,transaction_type
7788,2020-03-05 03:17:37.882+00,999600eb275cc7196161261972daa59b,1000.0,ars,complete,deposit
7792,2020-03-05 16:02:50.488+00,fb89705ae6d743bf1e848c206e16a1d7,7818325.52878396,mxn,complete,deposit
7844,2020-03-06 18:56:41.211+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,ltc,complete,deposit
7846,2020-03-06 18:57:24.432+00,8a146f1a3da4700cbf03cdc55e2daae6,5.0,mxn,complete,deposit
7848,2020-03-06 19:08:08.39+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,ltc,complete,deposit
7850,2020-03-06 19:12:18.538+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,ltc,complete,deposit
7852,2020-03-06 19:13:25.796+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,ltc,complete,deposit
7854,2020-03-06 19:14:37.731+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,mxn,complete,deposit
7858,2020-03-09 21:14:42.894+00,7b41bfa5085806dfa24b8c9de0ce567f,100.0,mxn,complete,deposit
7860,2020-03-10 01:01:07.337+00,2afe4567e1bf64d32a5527244d104cea,1.0,ltc,complete,deposit
7862,2020-03-10 15:35:22.054+00,2afe4567e1bf64d32a5527244d104cea,1.0,ltc,complete,deposit
7864,2020-03-10 18:01:07.073+00,9ed9328611fe3f45b3cce8ffe386ee97,9.219e-05,btc,complete,deposit
7866,2020-03-10 18:01:09.831+00,9ed9328611fe3f45b3cce8ffe386ee97,9.219e-05,btc,complete,deposit
7868,2020-03-10 22:29:07.468+00,b21f9f98829dea9a48fd8aaddc1f159d,4.0,btc,complete,deposit
7870,2020-03-10 22:29:07.596+00,b21f9f98829dea9a48fd8aaddc1f159d,1000.0,mxn,complete,deposit
7876,2020-03-11 00:22:32.114+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,ltc,complete,deposit
7878,2020-03-11 00:23:28.509+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,mxn,complete,deposit
7880,2020-03-11 00:34:05.8+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,ltc,complete,deposit
7882,2020-03-11 00:34:27.506+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,mxn,complete,deposit
7884,2020-03-11 00:50:18.48+00,8a146f1a3da4700cbf03cdc55e2daae6,1.0,mxn,complete,deposit
7886,2020-03-11 19:20:35.717+00,7b41bfa5085806dfa24b8c9de0ce567f,100.0,mxn,complete,deposit
7888,2020-03-11 19:22:00.761+00,7b41bfa5085806dfa24b8c9de0ce567f,100.0,mxn,complete,deposit
7890,2020-03-11 20:58:20.113+00,dc4c44f624d600aa568390f1f1104aa0,1.0,dai,complete,deposit
7892,2020-03-11 21:27:46.188+00,7b41bfa5085806dfa24b8c9de0ce567f,100.0,mxn,complete,deposit
8010,2020-03-13 22:35:59.381+00,02f657d55eaf1c4840ce8d66fcdaf90c,1.0,btc,complete,deposit
8012,2020-03-13 22:35:59.481+00,02f657d55eaf1c4840ce8d66fcdaf90c,100.0,eth,complete,deposit
8014,2020-03-13 22:35:59.516+00,02f657d55eaf1c4840ce8d66fcdaf90c,1.0,ltc,complete,deposit
8016,2020-03-13 22:35:59.549+00,02f657d55eaf1c4840ce8d66fcdaf90c,12.0,xrp,complete,deposit
8018,2020-03-13 22:35:59.582+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8020,2020-03-13 22:36:12.845+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8022,2020-03-13 22:36:13.988+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8024,2020-03-13 22:36:15.231+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8026,2020-03-13 22:44:53.185+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8028,2020-03-13 22:44:54.492+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8030,2020-03-13 22:44:55.714+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8032,2020-03-13 22:44:56.974+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8034,2020-03-13 22:45:37.525+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8036,2020-03-13 22:45:38.644+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8038,2020-03-13 22:45:39.729+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8040,2020-03-13 22:45:40.809+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8042,2020-03-13 23:22:57.033+00,46771d1f432b42343f56f791422a4991,25000.0,usd,complete,deposit
8044,2020-03-14 01:17:34.564+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8046,2020-03-14 01:17:35.742+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8048,2020-03-14 01:17:37.172+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8050,2020-03-14 01:17:38.305+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8052,2020-03-14 01:20:04.26+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8054,2020-03-14 01:20:05.473+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8056,2020-03-14 01:20:06.705+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8058,2020-03-14 01:20:07.83+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8060,2020-03-14 01:26:29.772+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8062,2020-03-14 01:29:57.564+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8064,2020-03-14 01:33:11.088+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8066,2020-03-14 01:33:24.128+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8068,2020-03-14 01:33:43.852+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8070,2020-03-14 01:35:58.735+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8072,2020-03-14 01:36:16.604+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8074,2020-03-14 01:36:39.412+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8076,2020-03-14 01:36:50.226+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8078,2020-03-14 01:37:50.406+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8080,2020-03-14 01:39:23.471+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8082,2020-03-14 01:41:56.691+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8084,2020-03-14 01:41:57.735+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8086,2020-03-14 01:41:58.729+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8088,2020-03-14 01:44:54.09+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8090,2020-03-14 01:44:55.142+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8092,2020-03-14 01:44:56.187+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8094,2020-03-14 01:45:34.062+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8096,2020-03-14 01:45:35.069+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8098,2020-03-14 01:45:36.06+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8100,2020-03-14 01:45:56.972+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8102,2020-03-14 01:45:58.232+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8104,2020-03-14 01:45:59.411+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8106,2020-03-14 01:53:23.338+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8108,2020-03-14 01:53:24.768+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8110,2020-03-14 01:53:25.874+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8112,2020-03-14 01:53:44.504+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8114,2020-03-14 01:53:45.869+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8116,2020-03-14 01:53:47.197+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8118,2020-03-14 01:53:47.957+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8120,2020-03-14 01:54:28.879+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8122,2020-03-14 01:54:30.254+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8124,2020-03-14 01:54:31.063+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8126,2020-03-14 01:54:59.966+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8128,2020-03-14 01:55:01.638+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8130,2020-03-14 01:55:02.457+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8132,2020-03-14 01:57:33.097+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8134,2020-03-14 01:57:34.512+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8136,2020-03-14 01:57:35.35+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8138,2020-03-14 01:58:22.14+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8140,2020-03-14 01:58:23.565+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8142,2020-03-14 01:58:24.331+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8144,2020-03-14 01:58:43.014+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8146,2020-03-14 01:58:44.45+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8148,2020-03-14 01:58:45.269+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8150,2020-03-14 01:58:58.287+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8152,2020-03-14 01:58:59.696+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8154,2020-03-14 01:59:00.582+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8156,2020-03-14 01:59:35.109+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8158,2020-03-14 01:59:36.465+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8160,2020-03-14 01:59:37.26+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8162,2020-03-14 01:59:38.695+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8164,2020-03-14 02:03:20.674+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8166,2020-03-14 02:03:21.99+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8168,2020-03-14 02:03:23.253+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8170,2020-03-14 02:03:24.076+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8172,2020-03-14 02:03:54.775+00,faacbcd5bf1d018912c116bf2783e9a1,25000.0,usd,complete,deposit
8174,2020-03-14 19:33:09.824+00,7b41bfa5085806dfa24b8c9de0ce567f,100.0,mxn,complete,deposit
8176,2020-03-17 20:21:27.849+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8178,2020-03-17 20:21:29.265+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8180,2020-03-17 20:21:30.623+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8182,2020-03-17 20:21:31.488+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8184,2020-03-17 20:21:38.83+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8186,2020-03-17 20:21:40.812+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8188,2020-03-17 20:21:50.707+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8190,2020-03-17 20:21:52.07+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8192,2020-03-17 20:21:53.432+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8194,2020-03-17 20:21:54.215+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8196,2020-03-17 20:35:24.024+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8198,2020-03-17 20:35:25.852+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8200,2020-03-17 20:35:36.05+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8202,2020-03-17 20:35:37.421+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8204,2020-03-17 20:35:38.779+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8206,2020-03-17 20:35:39.58+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8208,2020-03-17 20:36:08.663+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8210,2020-03-17 20:36:10.516+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8212,2020-03-17 20:36:20.272+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8214,2020-03-17 20:36:21.85+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8216,2020-03-17 20:36:23.217+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8218,2020-03-17 20:36:24.047+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8220,2020-03-17 20:57:06.962+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8222,2020-03-17 20:57:08.36+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8224,2020-03-17 20:57:10.362+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8226,2020-03-17 20:57:11.148+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8228,2020-03-17 20:57:21.346+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8230,2020-03-17 20:57:23.236+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8232,2020-03-17 21:42:23.501+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8234,2020-03-17 21:42:24.781+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8236,2020-03-17 21:42:25.858+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8244,2020-03-18 17:49:50.862+00,8b4224068a41c5d37f5e2d54f3995089,30.0,dai,complete,deposit
8252,2020-03-18 19:04:37.769+00,e02e27e04fdff967ba7d76fb24b8069d,100.0,mxn,complete,deposit
8254,2020-03-18 20:51:42.84+00,6403675579f6114559c90de0014cd3d6,100.0,mxn,complete,deposit
8256,2020-03-19 00:51:08.827+00,a431d70133ef6cf688bc4f6093922b48,100.0,mxn,complete,deposit
8260,2020-03-19 21:36:50.609+00,2afe4567e1bf64d32a5527244d104cea,5.0,mxn,complete,deposit
8296,2020-03-20 03:41:04.012+00,8b4224068a41c5d37f5e2d54f3995089,1.0,btc,complete,deposit
8298,2020-03-20 18:04:37.865+00,b5dc4e5d9b495d0196f61d45b26ef33e,10000.0,bat,complete,deposit
8300,2020-03-20 20:43:58.895+00,7f1171a78ce0780a2142a6eb7bc4f3c8,10000.0,bat,complete,deposit
8304,2020-03-23 19:22:13.36+00,e8b1cbd05f6e6a358a81dee52493dd06,5000.0,mxn,failed,deposit
8332,2020-03-24 20:18:13.191+00,30f8f6b940d1073d8b6a5eebc46dd6e5,100.0,mxn,complete,deposit
8338,2020-03-25 05:55:56.397+00,9ed9328611fe3f45b3cce8ffe386ee97,0.001,btc,complete,deposit
8340,2020-03-25 16:49:30.32+00,2afe4567e1bf64d32a5527244d104cea,2.0,mxn,complete,deposit
8346,2020-03-25 20:15:10.353+00,2afe4567e1bf64d32a5527244d104cea,1.0,mxn,complete,deposit
8348,2020-03-25 20:32:31.982+00,2afe4567e1bf64d32a5527244d104cea,3.0,mxn,complete,deposit
8386,2020-03-26 18:45:49.061+00,71a3cb155f8dc89bf3d0365288219936,5000.0,dai,complete,deposit
8390,2020-03-26 19:28:43.972+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8392,2020-03-26 19:28:45.441+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8394,2020-03-26 19:28:46.848+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8396,2020-03-26 19:28:47.977+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.0,mxn,complete,deposit
8398,2020-03-26 21:51:22.038+00,ac1ad983e08ad3304a97e147f522747e,1000.0,bat,complete,deposit
8400,2020-03-26 21:51:22.191+00,ac1ad983e08ad3304a97e147f522747e,1000.0,bch,complete,deposit
8402,2020-03-26 21:51:22.227+00,ac1ad983e08ad3304a97e147f522747e,1000.0,bsv,complete,deposit
8404,2020-03-26 21:51:22.263+00,ac1ad983e08ad3304a97e147f522747e,1000.0,btc,complete,deposit
8406,2020-03-26 21:51:22.297+00,ac1ad983e08ad3304a97e147f522747e,1000.0,dai,complete,deposit
8408,2020-03-26 21:51:22.333+00,ac1ad983e08ad3304a97e147f522747e,1000.0,etc,complete,deposit
