id,event_timestamp,user_id,amount,currency,tx_status
3596,2020-01-16 22:57:04.964+00,273448411df1962cba1db6c05b3213c9,1000000.000000000000000000,ars,complete
3597,2020-01-16 22:57:05.01+00,273448411df1962cba1db6c05b3213c9,20000.000000000000000000,mxn,complete
3598,2020-01-16 23:20:06.241+00,d6288499d0083cc34e60a077b7c4b3e1,150000.000000000000000000,mxn,complete
3601,2020-01-16 23:39:01.216+00,d6288499d0083cc34e60a077b7c4b3e1,10.000000000000000000,btc,complete
3602,2020-01-16 23:40:02.913+00,d6288499d0083cc34e60a077b7c4b3e1,10000.000000000000000000,xrp,complete
3603,2020-01-16 23:40:40.578+00,d6288499d0083cc34e60a077b7c4b3e1,100.000000000000000000,ltc,complete
3604,2020-01-16 23:41:18.338+00,d6288499d0083cc34e60a077b7c4b3e1,150.000000000000000000,bch,complete
3605,2020-01-16 23:41:55.542+00,d6288499d0083cc34e60a077b7c4b3e1,10000.000000000000000000,tusd,complete
3606,2020-01-16 23:42:33.883+00,d6288499d0083cc34e60a077b7c4b3e1,1000.000000000000000000,bat,complete
3607,2020-01-17 00:07:05.894+00,7e3b7a5bafcb0fa8e8dfe3ea6aca9186,150000.000000000000000000,mxn,complete
3608,2020-01-17 00:07:26.551+00,7e3b7a5bafcb0fa8e8dfe3ea6aca9186,55.000000000000000000,btc,complete
3609,2020-01-17 00:08:20.648+00,7e3b7a5bafcb0fa8e8dfe3ea6aca9186,50.000000000000000000,ltc,complete
3610,2020-01-17 00:08:47.964+00,7e3b7a5bafcb0fa8e8dfe3ea6aca9186,75.000000000000000000,bch,complete
3611,2020-01-17 00:09:52.469+00,7e3b7a5bafcb0fa8e8dfe3ea6aca9186,5000.000000000000000000,tusd,complete
3613,2020-01-17 17:30:27.642+00,d6288499d0083cc34e60a077b7c4b3e1,0.123450000000000000,btc,complete
3659,2020-01-21 22:47:45.432+00,82489c9737cc245530c7a6ebef3753ec,100000.000000000000000000,mxn,complete
3664,2020-01-22 01:43:07.667+00,f9a40a4780f5e1306c46f1c8daecee3b,3.000000000000000000,btc,complete
3665,2020-01-22 01:43:26.732+00,f9a40a4780f5e1306c46f1c8daecee3b,100000.000000000000000000,mxn,complete
3666,2020-01-22 22:56:46.755+00,95f8d9901ca8878e291552f001f67692,1.500000000000000000,btc,complete
3683,2020-01-24 19:10:47.427+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,mxn,complete
3684,2020-01-24 19:11:22.295+00,8a146f1a3da4700cbf03cdc55e2daae6,80000.000000000000000000,mxn,complete
3687,2020-01-24 23:00:02.431+00,794288f252f45d35735a13853e605939,1000000.000000000000000000,mxn,complete
3689,2020-01-27 21:43:37.962+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,bat,complete
3690,2020-01-27 21:43:38.012+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,bch,complete
3691,2020-01-27 21:43:38.053+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,bsv,complete
3692,2020-01-27 21:43:38.09+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,btc,complete
3693,2020-01-27 21:43:38.128+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,etc,complete
3694,2020-01-27 21:43:38.165+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,eth,complete
3695,2020-01-27 21:43:38.203+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,gnt,complete
3696,2020-01-27 21:43:38.24+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,ltc,complete
3697,2020-01-27 21:43:38.277+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,mana,complete
3698,2020-01-27 21:43:38.319+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,rbtc,complete
3699,2020-01-27 21:43:38.354+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,tusd,complete
3700,2020-01-27 21:43:38.398+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,xrp,complete
3701,2020-01-27 21:43:38.437+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,ars,complete
3702,2020-01-27 21:43:38.472+00,466accbac9a66b805ba50e42ad715740,100.000000000000000000,mxn,complete
3737,2020-02-07 00:08:48.222+00,102f0bb6efb3a6128a3c750dd16729be,3.000000000000000000,btc,complete
3738,2020-02-07 00:08:48.27+00,102f0bb6efb3a6128a3c750dd16729be,34.000000000000000000,eth,complete
3739,2020-02-07 00:08:48.309+00,102f0bb6efb3a6128a3c750dd16729be,18000.000000000000000000,mana,complete
3741,2020-02-07 17:14:35.905+00,8a146f1a3da4700cbf03cdc55e2daae6,50.000000000000000000,mxn,complete
3812,2020-02-17 16:08:04.759+00,0537fb40a68c18da59a35c2bfe1ca554,57.906571090000000000,mxn,complete
3845,2020-02-24 18:51:57.492+00,2aaaddf27344ee54058548dc081c6541,500.000000000000000000,mxn,complete
3846,2020-02-24 18:51:57.711+00,2aaaddf27344ee54058548dc081c6541,100.000000000000000000,mxn,complete
3848,2020-02-25 00:37:43.83+00,c4b31ce7d95c75ca70d50c19aef08bf1,10000.000000000000000000,btc,complete
3865,2020-02-25 22:05:39.307+00,2f4fe03d77724a7217006e5d16728874,100.000000000000000000,btc,complete
3870,2020-02-26 23:02:55.372+00,7b41bfa5085806dfa24b8c9de0ce567f,100.000000000000000000,mxn,complete
3871,2020-03-02 23:12:23.532+00,b5c01503041b70d41d80e3dbe31bbd8c,1000.000000000000000000,ars,complete
3876,2020-03-04 20:58:39.668+00,fd69dbe29f156a7ef876a40a94f65599,10000.000000000000000000,mxn,complete
3877,2020-03-04 20:58:56.907+00,fd69dbe29f156a7ef876a40a94f65599,10000.000000000000000000,btc,complete
3878,2020-03-04 20:58:56.947+00,fd69dbe29f156a7ef876a40a94f65599,100000.000000000000000000,eth,complete
3882,2020-03-04 23:25:15.182+00,b6cda17abb967ed28ec9610137aa45f7,100.000000000000000000,btc,complete
3883,2020-03-04 23:25:15.33+00,b6cda17abb967ed28ec9610137aa45f7,10000.000000000000000000,dai,complete
3884,2020-03-04 23:25:15.354+00,b6cda17abb967ed28ec9610137aa45f7,10000.000000000000000000,eth,complete
3885,2020-03-04 23:25:15.374+00,b6cda17abb967ed28ec9610137aa45f7,666666.000000000000000000,mxn,complete
3889,2020-03-05 03:04:15.942+00,999600eb275cc7196161261972daa59b,100000.000000000000000000,ars,complete
3890,2020-03-05 03:05:56.767+00,999600eb275cc7196161261972daa59b,100000.000000000000000000,mxn,complete
3891,2020-03-05 03:06:47.473+00,999600eb275cc7196161261972daa59b,100000.000000000000000000,btc,complete
3894,2020-03-05 03:17:37.882+00,999600eb275cc7196161261972daa59b,1000.000000000000000000,ars,complete
3896,2020-03-05 16:02:50.488+00,fb89705ae6d743bf1e848c206e16a1d7,7818325.528783960000000000,mxn,complete
3922,2020-03-06 18:56:41.211+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,ltc,complete
3923,2020-03-06 18:57:24.432+00,8a146f1a3da4700cbf03cdc55e2daae6,5.000000000000000000,mxn,complete
3924,2020-03-06 19:08:08.39+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,ltc,complete
3925,2020-03-06 19:12:18.538+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,ltc,complete
3926,2020-03-06 19:13:25.796+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,ltc,complete
3927,2020-03-06 19:14:37.731+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,mxn,complete
3929,2020-03-09 21:14:42.894+00,7b41bfa5085806dfa24b8c9de0ce567f,100.000000000000000000,mxn,complete
3930,2020-03-10 01:01:07.337+00,2afe4567e1bf64d32a5527244d104cea,1.000000000000000000,ltc,complete
3931,2020-03-10 15:35:22.054+00,2afe4567e1bf64d32a5527244d104cea,1.000000000000000000,ltc,complete
3932,2020-03-10 18:01:07.073+00,9ed9328611fe3f45b3cce8ffe386ee97,0.000092190000000000,btc,complete
3933,2020-03-10 18:01:09.831+00,9ed9328611fe3f45b3cce8ffe386ee97,0.000092190000000000,btc,complete
3934,2020-03-10 22:29:07.468+00,b21f9f98829dea9a48fd8aaddc1f159d,4.000000000000000000,btc,complete
3935,2020-03-10 22:29:07.596+00,b21f9f98829dea9a48fd8aaddc1f159d,1000.000000000000000000,mxn,complete
3938,2020-03-11 00:22:32.114+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,ltc,complete
3939,2020-03-11 00:23:28.509+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,mxn,complete
3940,2020-03-11 00:34:05.8+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,ltc,complete
3941,2020-03-11 00:34:27.506+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,mxn,complete
3942,2020-03-11 00:50:18.48+00,8a146f1a3da4700cbf03cdc55e2daae6,1.000000000000000000,mxn,complete
3943,2020-03-11 19:20:35.717+00,7b41bfa5085806dfa24b8c9de0ce567f,100.000000000000000000,mxn,complete
3944,2020-03-11 19:22:00.761+00,7b41bfa5085806dfa24b8c9de0ce567f,100.000000000000000000,mxn,complete
3945,2020-03-11 20:58:20.113+00,dc4c44f624d600aa568390f1f1104aa0,1.000000000000000000,dai,complete
3946,2020-03-11 21:27:46.188+00,7b41bfa5085806dfa24b8c9de0ce567f,100.000000000000000000,mxn,complete
4005,2020-03-13 22:35:59.381+00,02f657d55eaf1c4840ce8d66fcdaf90c,1.000000000000000000,btc,complete
4006,2020-03-13 22:35:59.481+00,02f657d55eaf1c4840ce8d66fcdaf90c,100.000000000000000000,eth,complete
4007,2020-03-13 22:35:59.516+00,02f657d55eaf1c4840ce8d66fcdaf90c,1.000000000000000000,ltc,complete
4008,2020-03-13 22:35:59.549+00,02f657d55eaf1c4840ce8d66fcdaf90c,12.000000000000000000,xrp,complete
4009,2020-03-13 22:35:59.582+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4010,2020-03-13 22:36:12.845+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4011,2020-03-13 22:36:13.988+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4012,2020-03-13 22:36:15.231+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4013,2020-03-13 22:44:53.185+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4014,2020-03-13 22:44:54.492+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4015,2020-03-13 22:44:55.714+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4016,2020-03-13 22:44:56.974+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4017,2020-03-13 22:45:37.525+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4018,2020-03-13 22:45:38.644+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4019,2020-03-13 22:45:39.729+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4020,2020-03-13 22:45:40.809+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4021,2020-03-13 23:22:57.033+00,46771d1f432b42343f56f791422a4991,25000.000000000000000000,usd,complete
4022,2020-03-14 01:17:34.564+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4023,2020-03-14 01:17:35.742+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4024,2020-03-14 01:17:37.172+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4025,2020-03-14 01:17:38.305+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4026,2020-03-14 01:20:04.26+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4027,2020-03-14 01:20:05.473+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4028,2020-03-14 01:20:06.705+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4029,2020-03-14 01:20:07.83+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4030,2020-03-14 01:26:29.772+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4031,2020-03-14 01:29:57.564+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4032,2020-03-14 01:33:11.088+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4033,2020-03-14 01:33:24.128+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4034,2020-03-14 01:33:43.852+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4035,2020-03-14 01:35:58.735+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4036,2020-03-14 01:36:16.604+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4037,2020-03-14 01:36:39.412+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4038,2020-03-14 01:36:50.226+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4039,2020-03-14 01:37:50.406+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4040,2020-03-14 01:39:23.471+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4041,2020-03-14 01:41:56.691+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4042,2020-03-14 01:41:57.735+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4043,2020-03-14 01:41:58.729+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4044,2020-03-14 01:44:54.09+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4045,2020-03-14 01:44:55.142+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4046,2020-03-14 01:44:56.187+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4047,2020-03-14 01:45:34.062+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4048,2020-03-14 01:45:35.069+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4049,2020-03-14 01:45:36.06+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4050,2020-03-14 01:45:56.972+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4051,2020-03-14 01:45:58.232+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4052,2020-03-14 01:45:59.411+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4053,2020-03-14 01:53:23.338+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4054,2020-03-14 01:53:24.768+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4055,2020-03-14 01:53:25.874+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4056,2020-03-14 01:53:44.504+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4057,2020-03-14 01:53:45.869+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4058,2020-03-14 01:53:47.197+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4059,2020-03-14 01:53:47.957+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4060,2020-03-14 01:54:28.879+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4061,2020-03-14 01:54:30.254+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4062,2020-03-14 01:54:31.063+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4063,2020-03-14 01:54:59.966+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4064,2020-03-14 01:55:01.638+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4065,2020-03-14 01:55:02.457+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4066,2020-03-14 01:57:33.097+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4067,2020-03-14 01:57:34.512+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4068,2020-03-14 01:57:35.35+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4069,2020-03-14 01:58:22.14+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4070,2020-03-14 01:58:23.565+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4071,2020-03-14 01:58:24.331+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4072,2020-03-14 01:58:43.014+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4073,2020-03-14 01:58:44.45+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4074,2020-03-14 01:58:45.269+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4075,2020-03-14 01:58:58.287+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4076,2020-03-14 01:58:59.696+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4077,2020-03-14 01:59:00.582+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4078,2020-03-14 01:59:35.109+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4079,2020-03-14 01:59:36.465+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4080,2020-03-14 01:59:37.26+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4081,2020-03-14 01:59:38.695+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4082,2020-03-14 02:03:20.674+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4083,2020-03-14 02:03:21.99+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4084,2020-03-14 02:03:23.253+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4085,2020-03-14 02:03:24.076+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4086,2020-03-14 02:03:54.775+00,faacbcd5bf1d018912c116bf2783e9a1,25000.000000000000000000,usd,complete
4087,2020-03-14 19:33:09.824+00,7b41bfa5085806dfa24b8c9de0ce567f,100.000000000000000000,mxn,complete
4088,2020-03-17 20:21:27.849+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4089,2020-03-17 20:21:29.265+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4090,2020-03-17 20:21:30.623+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4091,2020-03-17 20:21:31.488+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4092,2020-03-17 20:21:38.83+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4093,2020-03-17 20:21:40.812+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4094,2020-03-17 20:21:50.707+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4095,2020-03-17 20:21:52.07+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4096,2020-03-17 20:21:53.432+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4097,2020-03-17 20:21:54.215+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4098,2020-03-17 20:35:24.024+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4099,2020-03-17 20:35:25.852+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4100,2020-03-17 20:35:36.05+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4101,2020-03-17 20:35:37.421+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4102,2020-03-17 20:35:38.779+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4103,2020-03-17 20:35:39.58+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4104,2020-03-17 20:36:08.663+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4105,2020-03-17 20:36:10.516+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4106,2020-03-17 20:36:20.272+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4107,2020-03-17 20:36:21.85+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4108,2020-03-17 20:36:23.217+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4109,2020-03-17 20:36:24.047+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4110,2020-03-17 20:57:06.962+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4111,2020-03-17 20:57:08.36+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4112,2020-03-17 20:57:10.362+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4113,2020-03-17 20:57:11.148+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4114,2020-03-17 20:57:21.346+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4115,2020-03-17 20:57:23.236+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4116,2020-03-17 21:42:23.501+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4117,2020-03-17 21:42:24.781+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4118,2020-03-17 21:42:25.858+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4122,2020-03-18 17:49:50.862+00,8b4224068a41c5d37f5e2d54f3995089,30.000000000000000000,dai,complete
4126,2020-03-18 19:04:37.769+00,e02e27e04fdff967ba7d76fb24b8069d,100.000000000000000000,mxn,complete
4127,2020-03-18 20:51:42.84+00,6403675579f6114559c90de0014cd3d6,100.000000000000000000,mxn,complete
4128,2020-03-19 00:51:08.827+00,a431d70133ef6cf688bc4f6093922b48,100.000000000000000000,mxn,complete
4130,2020-03-19 21:36:50.609+00,2afe4567e1bf64d32a5527244d104cea,5.000000000000000000,mxn,complete
4148,2020-03-20 03:41:04.012+00,8b4224068a41c5d37f5e2d54f3995089,1.000000000000000000,btc,complete
4149,2020-03-20 18:04:37.865+00,b5dc4e5d9b495d0196f61d45b26ef33e,10000.000000000000000000,bat,complete
4150,2020-03-20 20:43:58.895+00,7f1171a78ce0780a2142a6eb7bc4f3c8,10000.000000000000000000,bat,complete
4152,2020-03-23 19:22:13.36+00,e8b1cbd05f6e6a358a81dee52493dd06,5000.000000000000000000,mxn,failed
4166,2020-03-24 20:18:13.191+00,30f8f6b940d1073d8b6a5eebc46dd6e5,100.000000000000000000,mxn,complete
4169,2020-03-25 05:55:56.397+00,9ed9328611fe3f45b3cce8ffe386ee97,0.001000000000000000,btc,complete
4170,2020-03-25 16:49:30.32+00,2afe4567e1bf64d32a5527244d104cea,2.000000000000000000,mxn,complete
4173,2020-03-25 20:15:10.353+00,2afe4567e1bf64d32a5527244d104cea,1.000000000000000000,mxn,complete
4174,2020-03-25 20:32:31.982+00,2afe4567e1bf64d32a5527244d104cea,3.000000000000000000,mxn,complete
4193,2020-03-26 18:45:49.061+00,71a3cb155f8dc89bf3d0365288219936,5000.000000000000000000,dai,complete
4195,2020-03-26 19:28:43.972+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4196,2020-03-26 19:28:45.441+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4197,2020-03-26 19:28:46.848+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4198,2020-03-26 19:28:47.977+00,02f657d55eaf1c4840ce8d66fcdaf90c,200.000000000000000000,mxn,complete
4199,2020-03-26 21:51:22.038+00,ac1ad983e08ad3304a97e147f522747e,1000.000000000000000000,bat,complete
4200,2020-03-26 21:51:22.191+00,ac1ad983e08ad3304a97e147f522747e,1000.000000000000000000,bch,complete
