id,event_timestamp,user_id,amount,interface,currency,tx_status
1693,2020-02-12 12:43:45.288+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1694,2020-02-12 12:52:49.23+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1695,2020-02-12 12:58:44.856+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1696,2020-02-12 12:59:16.538+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1697,2020-02-12 12:59:48.621+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1703,2020-02-14 04:43:19.498+00,2b45c629e577731c4df84fc34f936a89,5.000000000000000000,web,mxn,complete
1706,2020-02-18 00:08:16.969+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,failed
1707,2020-02-18 00:11:03.227+00,130f1a8e9e102707f3f91b010f151b0b,100.000000000000000000,web,mxn,failed
1524,2020-01-13 02:24:50.604+00,9c82c7143c102b71c593d98d96093fde,1.000000000000000000,web,mxn,complete
1554,2020-01-16 23:20:06.074+00,1145a30ff80745b56fb0cecf65305017,150000.000000000000000000,web,mxn,complete
1556,2020-01-16 23:29:35.357+00,1145a30ff80745b56fb0cecf65305017,15000.000000000000000000,web,mxn,complete
1557,2020-01-16 23:31:45.625+00,1145a30ff80745b56fb0cecf65305017,135000.000000000000000000,web,mxn,complete
1558,2020-01-16 23:39:01.091+00,1145a30ff80745b56fb0cecf65305017,10.000000000000000000,web,btc,complete
1559,2020-01-16 23:40:02.712+00,1145a30ff80745b56fb0cecf65305017,10000.000000000000000000,web,xrp,complete
1560,2020-01-16 23:40:40.463+00,1145a30ff80745b56fb0cecf65305017,100.000000000000000000,web,ltc,complete
1561,2020-01-16 23:41:18.203+00,1145a30ff80745b56fb0cecf65305017,150.000000000000000000,web,bch,complete
1562,2020-01-16 23:41:55.414+00,1145a30ff80745b56fb0cecf65305017,10000.000000000000000000,web,tusd,complete
1563,2020-01-16 23:42:33.769+00,1145a30ff80745b56fb0cecf65305017,1000.000000000000000000,web,bat,complete
1571,2020-01-17 17:30:27.537+00,1145a30ff80745b56fb0cecf65305017,0.123450000000000000,web,btc,complete
1573,2020-01-17 20:37:15.021+00,9c82c7143c102b71c593d98d96093fde,1.000000000000000000,app,mxn,complete
1576,2020-01-17 21:50:25.674+00,e4bb4c5173c2ce17fd8fcd40041c068f,100.000000000000000000,app,mxn,complete
1578,2020-01-17 22:13:19.426+00,e4bb4c5173c2ce17fd8fcd40041c068f,100.000000000000000000,app,mxn,complete
1580,2020-01-17 22:16:22.896+00,e4bb4c5173c2ce17fd8fcd40041c068f,0.001000000000000000,app,btc,complete
1582,2020-01-17 23:28:58.816+00,e4bb4c5173c2ce17fd8fcd40041c068f,0.001000000000000000,app,btc,complete
1584,2020-01-17 23:29:22.059+00,e4bb4c5173c2ce17fd8fcd40041c068f,100.000000000000000000,app,mxn,complete
1586,2020-01-17 23:44:06.68+00,e4bb4c5173c2ce17fd8fcd40041c068f,1.000000000000000000,app,mxn,failed
1624,2020-01-24 19:10:47.319+00,84ddfb34126fc3a48ee38d7044e87276,1.000000000000000000,web,mxn,complete
1625,2020-01-24 19:11:22.177+00,84ddfb34126fc3a48ee38d7044e87276,80000.000000000000000000,web,mxn,complete
1628,2020-01-28 01:49:44.134+00,e4bb4c5173c2ce17fd8fcd40041c068f,1.000000000000000000,app,mxn,complete
1629,2020-01-28 01:50:15.226+00,e4bb4c5173c2ce17fd8fcd40041c068f,1.000000000000000000,app,mxn,complete
1630,2020-01-28 01:51:55.621+00,e4bb4c5173c2ce17fd8fcd40041c068f,1.000000000000000000,app,mxn,complete
1633,2020-01-31 19:16:36.195+00,9c82c7143c102b71c593d98d96093fde,0.000570920000000000,app,btc,complete
1635,2020-01-31 19:17:27.92+00,9c82c7143c102b71c593d98d96093fde,0.000570640000000000,app,btc,complete
1641,2020-02-05 21:41:06.016+00,e4bb4c5173c2ce17fd8fcd40041c068f,0.010000000000000000,app,btc,complete
1735,2020-02-24 18:31:49.049+00,7b4773c039d539af17c883eb9283dd14,100.000000000000000000,web,mxn,complete
1736,2020-02-24 18:33:09.955+00,7b4773c039d539af17c883eb9283dd14,100.000000000000000000,web,mxn,failed
1737,2020-02-24 18:35:50.187+00,7b4773c039d539af17c883eb9283dd14,100.000000000000000000,web,mxn,failed
1738,2020-02-24 18:47:04.577+00,7b4773c039d539af17c883eb9283dd14,500.000000000000000000,web,mxn,complete
1740,2020-02-24 18:59:32.575+00,7b4773c039d539af17c883eb9283dd14,200.000000000000000000,web,mxn,failed
1776,2020-03-04 23:40:02.072+00,7b4773c039d539af17c883eb9283dd14,20.000000000000000000,web,mxn,failed
1792,2020-03-06 04:42:58.213+00,9c82c7143c102b71c593d98d96093fde,1.000000000000000000,app,dai,complete
1826,2020-03-11 20:58:19.471+00,9c82c7143c102b71c593d98d96093fde,1.000000000000000000,app,dai,complete
1868,2020-03-13 17:05:08.41+00,84ddfb34126fc3a48ee38d7044e87276,4500.000000000000000000,web,mxn,failed
1869,2020-03-13 18:10:01.717+00,d757719ed7c2b66dd17dcee2a3cb29f4,0.001000000000000000,app,btc,complete
1901,2020-03-13 23:11:29.631+00,84ddfb34126fc3a48ee38d7044e87276,100000.000000000000000000,web,mxn,failed
1902,2020-03-13 23:12:05.445+00,84ddfb34126fc3a48ee38d7044e87276,100000.000000000000000000,web,mxn,failed
1903,2020-03-13 23:12:50.251+00,84ddfb34126fc3a48ee38d7044e87276,1000000.000000000000000000,web,mxn,failed
1971,2020-03-17 16:36:44.838+00,9c82c7143c102b71c593d98d96093fde,4.950000000000000000,app,dai,complete
2026,2020-03-21 01:27:50.118+00,10a5ab2db37feedfdeaab192ead4ac0e,0.001000000000000000,web,btc,complete
2034,2020-03-23 22:38:28.138+00,10a5ab2db37feedfdeaab192ead4ac0e,0.163318510000000000,web,btc,complete
2066,2020-03-27 05:25:10.144+00,50abc3e730e36b387ca8e02c26dc0a22,50.000000000000000000,web,mxn,complete
2069,2020-03-27 17:49:57.588+00,7b4773c039d539af17c883eb9283dd14,100.000000000000000000,web,mxn,failed
2094,2020-03-31 03:21:06.003+00,10a5ab2db37feedfdeaab192ead4ac0e,0.001000000000000000,web,btc,complete
2095,2020-03-31 03:25:46.721+00,10a5ab2db37feedfdeaab192ead4ac0e,1.110000000000000000,web,tusd,complete
2096,2020-03-31 03:27:13.187+00,10a5ab2db37feedfdeaab192ead4ac0e,1.000000000000000000,web,xrp,complete
2097,2020-03-31 03:53:38.993+00,f0f6ba4b5e0000340312d33c212c3ae8,8.000000000000000000,web,dai,complete
2098,2020-03-31 04:05:58.753+00,f0f6ba4b5e0000340312d33c212c3ae8,3.000000000000000000,web,dai,complete
2110,2020-03-31 14:48:04.195+00,f0f6ba4b5e0000340312d33c212c3ae8,801.470000000000000000,web,dai,complete
2111,2020-03-31 14:49:29.299+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,dai,complete
2112,2020-03-31 16:15:00.075+00,10a5ab2db37feedfdeaab192ead4ac0e,0.001000000000000000,web,btc,complete
2174,2020-04-01 16:02:07.114+00,07a9d3fed4c5ea6b17e80258dee231fa,240.000000000000000000,web,mxn,complete
2182,2020-04-02 17:01:40.774+00,7b4773c039d539af17c883eb9283dd14,10.000000000000000000,web,mxn,failed
2189,2020-04-02 17:24:01.31+00,7b4773c039d539af17c883eb9283dd14,20.000000000000000000,web,mxn,complete
2191,2020-04-02 17:25:17.344+00,7b4773c039d539af17c883eb9283dd14,10.000000000000000000,web,mxn,complete
2193,2020-04-02 18:13:47.218+00,7b4773c039d539af17c883eb9283dd14,120.000000000000000000,web,mxn,failed
2224,2020-04-04 04:12:04.621+00,7b4773c039d539af17c883eb9283dd14,100.000000000000000000,web,mxn,complete
2225,2020-04-04 04:27:32.267+00,7b4773c039d539af17c883eb9283dd14,150.000000000000000000,web,mxn,complete
2229,2020-04-06 18:30:41.511+00,84ddfb34126fc3a48ee38d7044e87276,120000.000000000000000000,web,mxn,failed
2255,2020-04-07 22:44:22.975+00,f0f6ba4b5e0000340312d33c212c3ae8,10.090000000000000000,web,dai,complete
2323,2020-04-08 18:02:53.166+00,7b4773c039d539af17c883eb9283dd14,10.290000000000000000,web,mxn,failed
2329,2020-04-08 19:59:29.63+00,2e0bff759d057e28460eaa5b2cb118e5,0.001000000000000000,app,btc,complete
2331,2020-04-08 20:00:55.006+00,2e0bff759d057e28460eaa5b2cb118e5,0.001200000000000000,app,btc,complete
2336,2020-04-08 22:01:40.152+00,f0f6ba4b5e0000340312d33c212c3ae8,15.000000000000000000,web,mxn,failed
2337,2020-04-08 22:04:02.915+00,f0f6ba4b5e0000340312d33c212c3ae8,333.000000000000000000,web,mxn,complete
2340,2020-04-08 23:43:45.241+00,f0f6ba4b5e0000340312d33c212c3ae8,15.000000000000000000,web,mxn,failed
2342,2020-04-09 00:11:14.559+00,7b4773c039d539af17c883eb9283dd14,100.000000000000000000,web,mxn,failed
2343,2020-04-09 02:14:12.383+00,f0f6ba4b5e0000340312d33c212c3ae8,19.000000000000000000,web,mxn,failed
2344,2020-04-09 14:33:56.533+00,9c82c7143c102b71c593d98d96093fde,1.000000000000000000,app,usd,complete
2352,2020-04-12 04:44:24.392+00,9c82c7143c102b71c593d98d96093fde,0.000063430000000000,app,btc,complete
2354,2020-04-13 20:37:59.179+00,f0f6ba4b5e0000340312d33c212c3ae8,100.000000000000000000,web,mxn,complete
2362,2020-04-15 17:03:11.219+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
2363,2020-04-15 17:05:31.367+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
2366,2020-04-16 14:54:49.666+00,f0f6ba4b5e0000340312d33c212c3ae8,100.000000000000000000,web,mxn,complete
2370,2020-04-16 16:19:47.668+00,f0f6ba4b5e0000340312d33c212c3ae8,2000.000000000000000000,web,mxn,complete
2424,2020-04-28 16:21:34.098+00,7b4773c039d539af17c883eb9283dd14,0.001000000000000000,web,bch,complete
2425,2020-04-28 16:29:59.207+00,7b4773c039d539af17c883eb9283dd14,0.001029990000000000,web,btc,complete
2426,2020-04-28 23:00:11.944+00,f0f6ba4b5e0000340312d33c212c3ae8,12.000000000000000000,web,mxn,complete
2427,2020-04-28 23:24:37.151+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
2428,2020-04-29 01:09:18.774+00,56c82ccd658e09e829f16bb99457bcbc,2000.000000000000000000,web,mxn,complete
2438,2020-04-29 16:09:43.408+00,56c82ccd658e09e829f16bb99457bcbc,4000.000000000000000000,web,mxn,complete
2478,2020-04-30 15:26:54.265+00,e6cbc650cd5798a05dfd0f51d14cde5c,1000.000000000000000000,app,mxn,failed
2480,2020-04-30 17:19:17.947+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,complete
2481,2020-04-30 17:20:10.776+00,f0f6ba4b5e0000340312d33c212c3ae8,11.000000000000000000,web,mxn,complete
2482,2020-04-30 17:28:03.546+00,07a9d3fed4c5ea6b17e80258dee231fa,1234.000000000000000000,web,mxn,failed
2483,2020-04-30 17:28:22.137+00,07a9d3fed4c5ea6b17e80258dee231fa,1234.000000000000000000,web,mxn,failed
2484,2020-04-30 18:22:24.749+00,56c82ccd658e09e829f16bb99457bcbc,10000.000000000000000000,web,mxn,complete
2485,2020-04-30 19:09:14.479+00,56c82ccd658e09e829f16bb99457bcbc,10000.000000000000000000,web,mxn,complete
2486,2020-04-30 19:09:42.251+00,56c82ccd658e09e829f16bb99457bcbc,10000.000000000000000000,web,mxn,complete
3147,2020-05-06 22:26:14.04+00,73e5080f0f3804cb9cf470a8ce895dac,500.000000000000000000,web,mxn,failed
3148,2020-05-06 22:31:17.241+00,73e5080f0f3804cb9cf470a8ce895dac,400.000000000000000000,web,mxn,failed
3311,2020-05-08 17:43:06.427+00,50abc3e730e36b387ca8e02c26dc0a22,10.000000000000000000,web,mxn,complete
3487,2020-05-12 17:35:53.071+00,07a9d3fed4c5ea6b17e80258dee231fa,123.000000000000000000,web,mxn,failed
3496,2020-05-12 23:37:34.738+00,50abc3e730e36b387ca8e02c26dc0a22,10.000000000000000000,web,mxn,complete
3815,2020-05-15 13:32:45.647+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
3816,2020-05-15 14:48:11.684+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
3817,2020-05-15 16:59:14.252+00,07a9d3fed4c5ea6b17e80258dee231fa,1234.000000000000000000,web,mxn,complete
3822,2020-05-15 23:47:44.415+00,f0f6ba4b5e0000340312d33c212c3ae8,100.000000000000000000,web,mxn,complete
3831,2020-05-17 16:01:13.302+00,f0f6ba4b5e0000340312d33c212c3ae8,1000.000000000000000000,web,mxn,complete
3832,2020-05-17 16:38:31.624+00,f0f6ba4b5e0000340312d33c212c3ae8,200.000000000000000000,web,mxn,complete
3833,2020-05-17 16:39:20.677+00,f0f6ba4b5e0000340312d33c212c3ae8,100.000000000000000000,web,mxn,complete
3835,2020-05-18 01:12:40.436+00,f0f6ba4b5e0000340312d33c212c3ae8,12.000000000000000000,web,mxn,complete
3836,2020-05-18 02:36:50.388+00,f0f6ba4b5e0000340312d33c212c3ae8,3000.000000000000000000,web,mxn,complete
3838,2020-05-18 13:22:34.813+00,f0f6ba4b5e0000340312d33c212c3ae8,100.000000000000000000,web,mxn,complete
3839,2020-05-18 15:34:31.287+00,dfeb9598fbfb97cc6bbcc0aff2c785d6,3000.000000000000000000,web,mxn,complete
3840,2020-05-18 15:38:23.233+00,dfeb9598fbfb97cc6bbcc0aff2c785d6,1000.000000000000000000,web,mxn,complete
3841,2020-05-18 16:16:08.083+00,dfeb9598fbfb97cc6bbcc0aff2c785d6,3000.000000000000000000,web,mxn,complete
3842,2020-05-18 16:16:08.098+00,dfeb9598fbfb97cc6bbcc0aff2c785d6,3000.000000000000000000,web,mxn,complete
3843,2020-05-18 16:27:17.541+00,c7b90b0fc23725f299b47c5224e6ec0d,3000.000000000000000000,web,mxn,complete
3844,2020-05-18 16:30:11.094+00,dfeb9598fbfb97cc6bbcc0aff2c785d6,2500.000000000000000000,web,mxn,failed
3845,2020-05-18 16:46:07.986+00,944a5ae3483ed5c1e10bbccb7942a279,500.000000000000000000,web,mxn,complete
3846,2020-05-18 16:46:08.02+00,944a5ae3483ed5c1e10bbccb7942a279,500.000000000000000000,web,mxn,complete
3847,2020-05-18 17:01:27.677+00,f0f6ba4b5e0000340312d33c212c3ae8,10000.000000000000000000,web,mxn,failed
3848,2020-05-18 17:50:52.248+00,944a5ae3483ed5c1e10bbccb7942a279,15.000000000000000000,web,mxn,failed
3856,2020-05-18 21:53:43.86+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,failed
3857,2020-05-18 21:53:44.073+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,failed
3858,2020-05-18 21:53:44.373+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,failed
3859,2020-05-18 21:57:24.394+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,complete
3860,2020-05-18 21:57:24.558+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,complete
3861,2020-05-18 21:57:24.709+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,complete
3862,2020-05-18 21:57:24.919+00,f0f6ba4b5e0000340312d33c212c3ae8,10.000000000000000000,web,mxn,complete
3876,2020-05-18 22:03:46.914+00,50abc3e730e36b387ca8e02c26dc0a22,19.000000000000000000,web,mxn,complete
3877,2020-05-18 22:03:47.157+00,50abc3e730e36b387ca8e02c26dc0a22,19.000000000000000000,web,mxn,complete
3878,2020-05-18 22:03:47.258+00,50abc3e730e36b387ca8e02c26dc0a22,19.000000000000000000,web,mxn,complete
3879,2020-05-18 22:03:47.43+00,50abc3e730e36b387ca8e02c26dc0a22,19.000000000000000000,web,mxn,complete
3880,2020-05-18 22:03:47.712+00,50abc3e730e36b387ca8e02c26dc0a22,19.000000000000000000,web,mxn,complete
3881,2020-05-18 22:24:26.228+00,f0f6ba4b5e0000340312d33c212c3ae8,12.000000000000000000,web,mxn,failed
3882,2020-05-19 20:52:40.297+00,c8ed21db4f678f3b13b9d5ee16489088,24.190000000000000000,web,mxn,failed
3888,2020-05-19 22:19:32.211+00,c8ed21db4f678f3b13b9d5ee16489088,100.000000000000000000,web,mxn,failed
3889,2020-05-20 00:29:00.864+00,6c349155b122aa8ad5c877007e05f24f,10.000000000000000000,web,mxn,failed
3890,2020-05-20 02:18:15.164+00,9c82c7143c102b71c593d98d96093fde,1.010000000000000000,web,ars,failed
3892,2020-05-20 04:44:07.95+00,6c349155b122aa8ad5c877007e05f24f,1.000000000000000000,web,mxn,complete
3894,2020-05-20 04:50:54.284+00,6c349155b122aa8ad5c877007e05f24f,1.000000000000000000,web,mxn,complete
3895,2020-05-20 04:55:15.909+00,6c349155b122aa8ad5c877007e05f24f,2.000000000000000000,web,mxn,complete
3896,2020-05-20 13:37:26.853+00,f0f6ba4b5e0000340312d33c212c3ae8,12.550000000000000000,web,mxn,complete
3956,2020-05-21 23:52:41.312+00,6c349155b122aa8ad5c877007e05f24f,6.000000000000000000,web,mxn,complete
3958,2020-05-22 01:39:27.342+00,6c349155b122aa8ad5c877007e05f24f,1.000000000000000000,web,mxn,complete
4006,2020-05-22 14:17:34.664+00,f0f6ba4b5e0000340312d33c212c3ae8,19.920000000000000000,web,mxn,complete
4047,2020-05-23 01:58:43.792+00,6c349155b122aa8ad5c877007e05f24f,2.000000000000000000,web,mxn,failed
4049,2020-05-23 03:02:47.323+00,6c349155b122aa8ad5c877007e05f24f,11.000000000000000000,web,mxn,complete
4114,2020-05-25 16:24:27.46+00,07a9d3fed4c5ea6b17e80258dee231fa,4000.000000000000000000,web,mxn,complete
4115,2020-05-25 16:25:51.242+00,07a9d3fed4c5ea6b17e80258dee231fa,5000.000000000000000000,web,mxn,failed
4198,2020-05-25 23:46:50.614+00,9d684c589d67031a627ad33d59db65e5,1.010000000000000000,web,mxn,failed
4199,2020-05-25 23:50:40.183+00,9d684c589d67031a627ad33d59db65e5,1.020000000000000000,web,mxn,failed
4334,2020-05-26 06:35:34.889+00,6c349155b122aa8ad5c877007e05f24f,1.000000000000000000,web,mxn,failed
4349,2020-05-26 13:35:15.88+00,f0f6ba4b5e0000340312d33c212c3ae8,11.000000000000000000,web,mxn,complete
4350,2020-05-26 13:35:16.074+00,f0f6ba4b5e0000340312d33c212c3ae8,11.000000000000000000,web,mxn,complete
4351,2020-05-26 13:35:16.337+00,f0f6ba4b5e0000340312d33c212c3ae8,11.000000000000000000,web,mxn,complete
4352,2020-05-26 13:35:16.534+00,f0f6ba4b5e0000340312d33c212c3ae8,11.000000000000000000,web,mxn,complete
4374,2020-05-26 13:42:51.763+00,f0f6ba4b5e0000340312d33c212c3ae8,14.000000000000000000,web,mxn,complete
4378,2020-05-26 14:12:21.485+00,f0f6ba4b5e0000340312d33c212c3ae8,6000.000000000000000000,web,mxn,failed
4379,2020-05-26 14:36:40.662+00,c8ed21db4f678f3b13b9d5ee16489088,100.000000000000000000,web,mxn,failed
4380,2020-05-26 14:47:53.924+00,c8ed21db4f678f3b13b9d5ee16489088,100.000000000000000000,web,mxn,failed
4716,2020-05-28 05:00:56.922+00,6c349155b122aa8ad5c877007e05f24f,100.000000000000000000,web,mxn,complete
4732,2020-05-28 08:16:10.664+00,6c349155b122aa8ad5c877007e05f24f,1.000000000000000000,web,mxn,complete
4734,2020-05-28 08:18:47.308+00,6c349155b122aa8ad5c877007e05f24f,1.000000000000000000,web,mxn,complete
4735,2020-05-28 08:20:19.374+00,6c349155b122aa8ad5c877007e05f24f,2.100000000000000000,web,mxn,complete
4736,2020-05-28 17:08:09.16+00,f0f6ba4b5e0000340312d33c212c3ae8,11.000000000000000000,web,mxn,complete
5975,2020-06-03 18:41:12.332+00,9c82c7143c102b71c593d98d96093fde,1.000000000000000000,app,mxn,complete
6176,2020-06-05 16:04:48.742+00,50abc3e730e36b387ca8e02c26dc0a22,123.000000000000000000,web,mxn,complete
6398,2020-06-08 18:18:24.423+00,50abc3e730e36b387ca8e02c26dc0a22,103.000000000000000000,web,mxn,failed
6399,2020-06-08 19:20:10.702+00,f0f6ba4b5e0000340312d33c212c3ae8,150.000000000000000000,web,mxn,failed
